N,k_per_token,F_rd,d_eff,load,rho_blk,coherence,welch_floor,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,leverage,log_alignment,S,feasible
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,4,0.4221054552851317,1.494817339858979,0.19622538707954465,1.5848600128212298,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,5,0.32126624683244837,1.701261212441272,0.10893578973323226,1.8296326419253033,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,6,0.37995672829314386,1.480473455271543,0.15591386793467085,1.777727684130151,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,7,0.3346792469650881,1.5815315670280838,0.11879502068330142,1.8892670579390494,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,8,0.3133165658139338,1.6137631782347157,0.10332622003369872,1.9777748068659118,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,9,0.42580494121131807,1.6733965971606566,0.20004959144937914,1.4034289199222383,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,10,0.29173636418982585,1.480473455271543,0.08895155558205216,2.3153081945545,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,11,0.3702971713223907,1.4910443759828578,0.1474796417022365,1.8111692515952065,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,12,0.36731579716438256,1.6675058216536942,0.14493432518714763,1.6326497821787462,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,13,0.3547057699406157,1.4914172578718197,0.1344646087686163,1.8903080450354626,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,14,0.3388117181697623,1.6850404977972033,0.12193419271429974,1.7515850690097794,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,15,0.3237422730500483,1.701261212441272,0.11071824196370261,1.815639355391223,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,16,0.3136798942861087,1.4910443759828578,0.10357885495753533,2.1380740776457756,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,17,0.3920872082278369,1.4895824185099331,0.16691963235016427,1.712193281331006,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,18,0.28122382362410425,1.6733965971606566,0.08238953487443319,2.1249514391800335,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,19,0.2871798540152984,1.494817339858979,0.08607247449900443,2.3294741881144203,True
24,1,43,32,1.34375,1.7916666666666667,0.5440462100751794,0.09046835805696823,17.839163895353032,43,2.4104268704656713,20,0.4052299841762615,1.4548431488565459,0.1793794969898877,1.69622029108338,True
