cell,F,d_eff_nominal,N,s,geometry,monitor_angle_deg,monitor_rank,superposed,load,coherence,welch_floor,coherence_gap,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,log_alignment,leverage,delta_read,delta_input,feasible
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,19,0.25093950983174745,0.06504066062274068,1.7858677178573066,2.2314217804493452,2.2314217804493452,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,20,0.43407879288084156,0.20877773361750346,1.647422933237711,1.3983836062728359,1.3983836062728359,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,21,0.3947352063905763,0.1693846602672726,1.5564658168830408,1.6276257425964196,1.6276257425964196,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,22,0.395309757238878,0.16992250867768738,1.6357371976465036,1.5464964810601576,1.5464964810601576,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,23,0.3726377432455277,0.14949689447723097,1.6311534908264327,1.6451985916905394,1.6451985916905394,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,24,0.31776301695246034,0.10644258415253598,1.7858677178573066,1.7621682132304803,1.7621682132304803,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,0,0.4422795031691443,0.21767249353633286,1.4142135256850412,1.5987781356897988,1.5987781356897988,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,1,0.48344082629780455,0.26620115823004153,1.4142136087313515,1.4626542061464933,1.4626542061464933,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,2,0.4467214838471421,0.22259380761421238,1.4142136711812265,1.5828805023947354,1.5828805023947354,True
3,32,16,16,0.05,trained,30.0,4,True,2.0,0.9999999286863952,0.1796053020267749,0.8203946266596203,15.815700521805612,32,2.0233058887199196,3,0.4872934579153684,0.27109364323500446,1.4142135794438901,1.4510902232838065,1.4510902232838065,True
